imdb_score,imdb_votes,imdb_votes_log1p,runtime,duration_minutes,release_year,desc_len,num_genres,is_show,is_classic,title,type,is_high,age_G,age_NC-17,age_PG,age_PG-13,age_R,age_TV-14,age_TV-G,age_TV-MA,age_TV-PG,age_TV-Y,age_TV-Y7,age_Unknown,ctry_Canada,ctry_France,ctry_India,ctry_Japan,ctry_Mexico,ctry_Nigeria,ctry_Other,ctry_Philippines,ctry_South Korea,ctry_Spain,ctry_United Kingdom,ctry_United States,ctry_Unknown
7.2,101939.0,11.532139683894032,128,129.0,1993,328,2,0,1,In the Line of Fire,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.9,79800.0,11.287291314687703,103,102.0,1991,400,1,0,1,My Girl,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,128179.0,11.761190805058218,112,113.0,1993,285,1,0,1,Cliffhanger,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.0,55499.0,10.924138299734526,88,88.0,1991,173,2,0,1,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.6,60779.0,11.015016066470784,95,96.0,1993,233,2,0,1,Dennis the Menace,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.9,66127.0,11.099347536751514,114,114.0,1995,283,1,0,1,The Net,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,21382.0,9.970351492789636,94,95.0,1998,317,3,0,1,Croupier,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.5,30138.0,10.313575293129736,107,107.0,1994,197,3,0,1,The Next Karate Kid,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,19829.0,9.89495122151384,126,127.0,1996,278,3,0,1,The Mirror Has Two Faces,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.9,4247.0,8.354203562921775,87,87.0,1998,362,1,0,1,The Last Days,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.8,4921.0,8.501470230951002,105,104.0,1995,400,3,0,1,Heavy,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.5,3085.0,8.034631032923107,74,56.0,1993,173,1,0,1,Bill Hicks: Revelations,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7.0,678.0,6.520621127558696,124,125.0,1993,151,3,0,1,Sankofa,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7.9,5834.0,8.671629544720656,75,69.0,1998,291,1,0,1,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.4,589.0,6.380122536899765,63,63.0,1994,149,1,0,1,Children of God,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7.6,51640.0,10.852071209606546,185,185.0,1998,200,3,0,1,Kuch Kuch Hota Hai,MOVIE,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5.9,195.0,5.278114659230517,30,30.0,1991,185,1,0,1,Tim Allen: Rewires America,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.1,2825.0,7.946617563244473,136,136.0,1997,808,2,0,1,Destiny,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
8.1,12512.0,9.434523382865056,141,135.0,1995,202,3,0,1,Bombay,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
4.8,129.0,4.867534450455582,160,161.0,1998,147,2,0,1,Qila,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
5.4,3901.0,8.269244521183056,172,142.0,1995,204,3,0,1,Ram Jaane,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
6.5,6199.0,8.732304571033183,171,164.0,1992,89,3,0,1,Chamatkar,MOVIE,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6.2,3025.0,8.014996894348302,156,155.0,1998,354,3,0,1,Soldier,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
7.6,18224.0,9.81054955687686,158,151.0,1994,204,3,0,1,Kabhi Haan Kabhi Naa,MOVIE,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6.1,7556.0,8.93022956502072,160,159.0,2000,319,3,0,0,Phir Bhi Dil Hai Hindustani,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6.4,3567.0,8.1797604936999,175,166.0,1998,704,3,0,1,Jeans,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
5.5,2837.0,7.950854857719988,155,148.0,1996,191,3,0,1,Chaahat,MOVIE,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5.4,2177.0,7.686162303492906,126,122.0,1993,179,3,0,1,Maya Memsaab,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.9,365.0,5.902633333401366,97,94.0,1991,311,3,0,1,Out of Life,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
5.5,7557.0,8.930361883909434,165,165.0,1998,105,3,0,1,Duplicate,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4.5,2322.0,7.750614732770409,172,163.0,1996,187,3,0,1,English Babu Desi Mem,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6.6,272.0,5.60947179518496,72,71.0,1991,334,1,0,1,Sam Kinison: Live in Vegas,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,6465.0,8.774312958285378,146,143.0,1994,136,3,0,1,Anjaam,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
6.1,5413.0,8.596743470174246,174,173.0,1999,158,3,0,1,Mann,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
7.8,1092.0,6.996681488176539,58,58.0,1998,414,2,0,1,Monty Python: Live at Aspen,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.9,987.0,6.895682697747868,106,106.0,1999,519,3,0,1,The Other,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6.1,784.0,6.665683717782408,149,149.0,1993,598,3,0,1,Gumrah,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
6.5,998.0,6.906754778648554,129,130.0,1994,672,2,0,1,The Emigrant,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6.7,1212.0,7.10085190894405,145,147.0,1997,181,3,0,1,Minsara Kanavu,MOVIE,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3.6,142.0,4.962844630259907,147,148.0,1994,147,2,0,1,Yaar Gaddar,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
6.0,4168.0,8.335431477880796,170,163.0,2000,120,3,0,0,Fiza,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
4.6,4230.0,8.350193650720067,131,126.0,1999,92,3,0,1,Hello Brother,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
5.9,66.0,4.204692619390966,162,163.0,1991,187,3,0,1,Shikari,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
8.8,2268288.0,14.63453636075599,148,148.0,2010,280,3,0,0,Inception,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.6,263019.0,12.479985353895955,107,108.0,2010,291,2,0,0,The Other Guys,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,644336.0,13.375977160142485,139,145.0,2006,444,1,0,0,Casino Royale,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6.1,4577.0,8.429017500512511,21,21.0,2003,124,2,1,0,Sonic X,SHOW,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9.0,302147.0,12.618672242538938,24,24.0,2006,437,3,1,0,DEATH NOTE,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.6,465995.0,13.051932329379955,106,115.0,2005,129,2,0,0,Charlie and the Chocolate Factory,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.0,193053.0,12.170725221498444,88,88.0,2004,429,2,0,0,Harold & Kumar Go to White Castle,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.8,681286.0,13.431738935411357,121,121.0,2010,166,1,0,0,The Social Network,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.5,255099.0,12.449410904129902,124,123.0,2001,589,1,0,0,Blow,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.6,620154.0,13.337724725776482,129,128.0,2009,158,2,0,0,Sherlock Holmes,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.7,120400.0,11.698583117470209,128,128.0,2003,300,2,0,0,Something's Gotta Give,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.9,247229.0,12.41807435642554,102,103.0,2010,138,1,0,0,Grown Ups,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,441023.0,12.99685457471688,106,106.0,2008,375,1,0,0,Quantum of Solace,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.1,341888.0,12.742241401959784,111,116.0,2002,332,2,0,0,The Ring,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.1,611379.0,13.323473976094864,140,148.0,2007,225,3,0,0,Into the Wild,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.6,269043.0,12.502630213981297,122,128.0,2007,256,3,0,0,Stardust,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.8,312538.0,12.652484540371722,118,118.0,2010,152,2,0,0,The Book of Eli,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.7,128190.0,11.761276618196264,117,116.0,2007,283,3,0,0,Hairspray,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.9,226225.0,12.329289778587508,90,90.0,2009,342,3,0,0,Cloudy with a Chance of Meatballs,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.3,72916.0,11.197077086969871,99,96.0,2009,129,2,0,0,Chloe,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.8,148043.0,11.905264805859463,105,98.0,2006,233,3,0,0,The Lake House,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.3,393998.0,12.884103650205784,109,109.0,2003,362,2,0,0,Terminator 3: Rise of the Machines,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.3,17024.0,9.742438131017714,24,24.0,2007,319,2,1,0,Gurren Lagann,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.7,104604.0,11.55794663061775,89,89.0,2001,204,1,0,0,Not Another Teen Movie,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.8,247039.0,12.417305545818548,123,123.0,2008,578,1,0,0,21,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,357557.0,12.787052865719314,110,115.0,2009,325,2,0,0,Terminator Salvation,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.8,139797.0,11.847953802527869,93,93.0,2006,162,1,0,0,Final Destination 3,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.0,221095.0,12.306352275320512,108,107.0,2008,375,3,0,0,Ip Man,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.3,143670.0,11.875281242375893,130,137.0,2005,171,2,0,0,Coach Carter,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.5,60693.0,11.013600125374444,101,101.0,2005,371,2,0,0,Monster-in-Law,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.1,58516.0,10.97707258929504,84,89.0,2002,419,2,0,0,The Sweetest Thing,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
